"ConceptCode","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","Novel_Flag","Update_Flag","UpdateReason","ReviewDate","Antineoplastic_Flag","Immuno_Flag","DrugCategory","PreferredName","DisplayName","FirstSynonym","Definition","Modulator"
"C120553",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Targeted Therapy","Pamiparib","Pamiparib","Pamiparib","An orally bioavailable inhibitor of the nuclear enzyme poly(ADP-ribose) polymerase (PARP), with potential antineoplastic activity. Upon administration, pamiparib selectively binds to PARP and prevents PARP-mediated repair of single-strand DNA breaks via the base-excision repair (BER) pathway. This enhances the accumulation of DNA strand breaks, promotes genomic instability, and eventually leads to apoptosis. PARP is activated by single-strand DNA breaks and, subsequently, catalyzes post-translational ADP-ribosylation of nuclear proteins which then transduce signals to recruit other proteins to repair damaged DNA. Pamiparib may both potentiate the cytotoxicity of DNA-damaging agents and reverse tumor cell chemo- and radioresistance.",
"C120555",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","MAG-Tn3_AS15_Vaccine","MAG-Tn3_AS15_Vaccine","MAG-Tn3/AS15 Vaccine","A vaccine containing synthetic multiple antigenic glycopeptide (MAG) composed of tri Tn glycotope (MAG-Tn3), which is comprised of a dendrimeric, nonimmunogenic lysine core linked to a tetravalent peptidic CD4+ T-cell epitope backbone and each attached to three Tn antigens (tri-Tn cluster), combined with the immunoadjuvant AS15, with potential antineoplastic activity. Upon administration of the MAG-Tn3/AS15 vaccine, MAG-Tn3 induces the production of tumor-specific anti-Tn glycosidic antibodies, which results in antibody-dependent cell cytotoxicity (ADCC) against Tn-expressing tumor cells. The Tn carbohydrate antigen, a tumor-associated antigen (TAA), is overexpressed in a number of tumor cell types. The tri-Tn clusters mimic carbohydrate structures found on tumor cells. The T-cell epitope stimulates effective T-cell responses. AS15, a potent adjuvant liposomal formulation that contains CpG 7909, monophosphoryl lipid (MPL), and QS-21, increases the immune response against the Tn antigens.",
"C120556",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","ABBV-221","ABBV-221","ABBV-221","An intravenously-administered agent capable of modulating the activity of epidermal growth factor receptor (EGFR), with potential antineoplastic activity.","Antagonist"
"C120951",-1,0,0,0,-1,"Existing unreviewed code",,0,0,"Other","CD48 Antigen","CD48 Antigen","CD48 Antigen","CD48 antigen (243 aa, ~28 kDa) is encoded by the human CD48 gene. This protein plays a role in both CD2 binding and activation of ligand-dependent signaling pathways.",
"C120977",-1,0,0,0,-1,"Existing unreviewed code",,0,0,"Other","Tumor Necrosis Factor Alpha-Induced Protein 2","Tumor Necrosis Factor Alpha-Induced Protein 2","Tumor Necrosis Factor Alpha-Induced Protein 2","Tumor necrosis factor alpha-induced protein 2 (654 aa, ~73 kDa) is encoded by the human TNFAIP2 gene. This protein may be involved in the regulation of both inflammation and angiogenesis.",
"C121158",-1,0,0,0,0,,11/8/2018 0:00:00,0,-1,"Immunomodulatory Immunotherapy","DS-8273a","DS-8273a","Anti-DR5 Agonistic Antibody DS-8273a","An agonistic monoclonal antibody directed against human death receptor type 5 (DR5), also called tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) receptor 2, with potential pro-apoptotic and antitumor activities. Upon administration, anti-DR5 agonistic antibody DS-8273a mimics the natural receptor ligand TRAIL and binds to DR5. This activates DR5 and leads to the activation of the death receptor signal pathway, which results in the activation of caspase cascades, the induction of tumor cell apoptosis and a reduction in proliferation of DR5-expressing tumor cells. DR5, a member of the TNF receptor superfamily, is expressed on the surfaces of a variety of tumor cells and plays a key role in the induction of tumor cell apoptosis.",
"C121167",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","scFv B9E9-streptavidin Fusion Protein","scFv B9E9-streptavidin Fusion Protein","Anti-CD20 B9E9 scFv-Streptavidin Fusion Protein","An Escherichia coli periplasm-expressed tetrameric fusion protein composed of four single-chain variable regions (scFv) of the murine immunoglobulin (Ig) G2a anti-CD20 monoclonal antibody B9E9 fused to the streptavidin (SA) gene of Streptomyces avidinii (scFv-SA), with potential use in pretargeted radioimmunotherapy (PRIT). Upon intravenous administration of the anti-CD20 B9E9 scFv-SA fusion protein, this agent targets and binds to CD20-expressing tumor cells. Subsequently, a biotinylated N-acetylgalactosamine-containing clearing agent is administered, which binds to the streptavidin moiety of the unbound fusion protein and promotes its hepatic excretion. In turn, radiolabeled DOTA (1,4,7,10-tetraazacyclododecane-1,4,7,10-tetraacetic acid)-biotin is administered and, due to its small size, quickly distributes. The biotin moiety efficiently binds to the SA moiety of the bound fusion protein, which localizes the biotin-conjugated radionuclide to the tumor site. CD20, a tumor-associated antigen (TAA), is overexpressed on B-cell malignancies. PRIT increases both tumor uptake and renal elimination of the radionuclide conjugate as compared to conventional radioimmunotherapy (RIT), where the radioisotope is bound to the antibody before administration; this increases the dose of radionuclide delivered to the tumor while limiting radiation exposure for normal, healthy tissues.",
"C1212",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Targeted Therapy","Sirolimus","Sirolimus","Sirolimus","A natural macrocyclic lactone produced by the bacterium Streptomyces hygroscopicus, with immunosuppressant properties. In cells, sirolimus binds to the immunophilin FK Binding Protein-12 (FKBP-12) to generate an immunosuppressive complex that binds to and",
"C121212",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","BAY1187982","BAY1187982","Aprutumab Ixadotin","An antibody-drug conjugate (ADC) directed against the fibroblast growth factor receptor type 2 (FGFR2) and conjugated to an as of yet unidentified toxin, with potential antineoplastic activity. Upon intravenous administration, aprutumab ixadotin binds to FGFR2. Upon binding, the toxin selectively induces cell death, through an as of yet undisclosed mechanism of action, in FGFR2-expressing tumor cells. FGFR2, a receptor tyrosine kinase upregulated in many tumor cell types, plays an essential role in tumor cell proliferation, differentiation and survival.",
"C121214",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Other","Nanocell-encapsulated miR-16-based microRNA Mimic","Nanocell-encapsulated miR-16-based microRNA Mimic","Nanocell-encapsulated miR-16-based microRNA Mimic","A nanoparticle-based formulation composed of a microRNA 16 (miR-16) mimic, a double-stranded, 23 base pair, synthetic RNA molecule, encapsulated in nonliving bacterial minicells and coated with anti-epidermal growth factor receptor (EGFR) antibodies, with potential antineoplastic activity. Upon intravenous administration and subsequent transfection, nanocell-encapsulated miR-16-based microRNA mimic targets EGFR-expressing tumor cells and facilitates the restoration of expression of the miR-16 family. This leads to the downregulation of the expression of tumor promoting genes and the inhibition of tumor cell growth. In addition, restoration of miR-16 expression sensitizes the tumor cell to certain chemotherapeutic agents. miR-16, a family of microRNAs, is critical to the regulation of gene expression and appears to have a tumor suppressor function; its expression is downregulated in various cancer cell types.",
"C121217",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","SEA-CD40","SEA-CD40","Anti-CD40 Monoclonal Antibody SEA-CD40","A proprietary, non-fucosylated monoclonal antibody directed against the cell surface receptor CD40 with potential immunostimulatory and antineoplastic activities. Upon intravenous administration, anti-CD40 monoclonal antibody SEA-CD40 binds to CD40 on a variety of immune cell types, triggering both cellular proliferation and activation of antigen-presenting cells (APCs), which activates B-cells and T-cells, and enhances the immune response against tumor cells. In addition, this agent binds to the CD40 antigen present on the surfaces of tumor cells, which induces antibody-dependent cytotoxicity (ADCC), and eventually inhibits the proliferation of CD40-expressing tumor cells. CD40, a stimulatory receptor and a member of the tumor necrosis factor (TNF) receptor superfamily, is expressed on various immune cells, such as macrophages, dendritic cells and various tumor cell types; it plays a key role in the activation of the immune system. The non-fucosylated antibody shows increased efficacy as compared to its fucosylated counterpart.","Antagonist"
"C121308",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","WT1-TCRc4_Gene-transduced_CD8-positive_Tcm_Tn_Lymphocytes","WT1-TCRc4_Gene-transduced_CD8-positive_Tcm_Tn_Lymphocytes","Autologous WT1-TCRc4 Gene-transduced CD8-positive Tcm/Tn Lymphocytes","Autologous, human CD8 T-lymphocytes, comprised of both central memory T-cells (Tcm) and naïve T-cells (Tn), that are transduced, ex vivo, with a self-inactivating (SIN) lentiviral vector encoding a high-affinity T-cell receptor (TCRc4) specific for the human tumor antigen Wilms tumor 1 (WT1) epitope 126-134 (RMFPNAPYL), with potential antineoplastic activity. Upon isolation of peripheral blood lymphocytes (PBLs), transduction, expansion ex vivo, priming of the Tn subset, but not the Tcm subset, with interleukin-21 (IL-21) and reintroduction of equal amounts of Tcm and Tn cells into the patient, WT1-TCRc4 gene-transduced CD8-positive Tcm/Tn lymphocytes redirect T-lymphocytes to WT1-expressing tumor cells and specifically bind to and lyse those cells. This inhibits proliferation of WT1-expressing tumor cells. WT1 protein, a zinc finger DNA-binding transcriptional regulator, is overexpressed in most leukemias and various solid tumors, while expression in normal, healthy tissues is very limited; its expression is correlated with aggressiveness and poor prognosis.",
"C121375",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Other","PT-112","PT-112","Phosphaplatin PT-112","A platinum (Pt)-based agent belonging to the phosphaplatin family comprised of Pt complexed to a pyrophosphate ligand, with potential antineoplastic activity. Although the exact mechanisms through which PT-112 exerts its effect have yet to be fully elucid",
"C121376",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","MOXR0916","MOXR0916","Vonlerolizumab","An agonistic humanized monoclonal antibody against the receptor, OX40 (CD134), with potential immunostimulatory and antineoplastic activities. Upon intravenous administration, vonlerolizumab selectively binds to and activates OX40, by mimicking the action of endogenous OX40 ligand (OX40L). OX40 activation induces proliferation of effector T-lymphocytes and inhibits the activity of regulatory T-cells. In the presence of tumor-associated antigens (TAAs), this may promote an immune response against the TAA-expressing tumor cells. OX40, a cell surface glycoprotein and member of the tumor necrosis factor (TNF) receptor superfamily, is expressed on T-lymphocytes and provides a co-stimulatory signal for the proliferation and survival of activated T-cells.",
"C121445",-1,0,-1,0,0,,11/9/2018 0:00:00,-1,0,"Other","Allogeneic_CD3_CD19_Selected_Natural_Killer_Cells","Allogeneic_CD3_CD19_Selected_Natural_Killer_Cells","Allogeneic CD3- CD19- Selected Natural Killer Cells","Human leukocyte antigen (HLA)-haploidentical donor-derived natural killer (NK) cells that are activated with the cytokine interleukin-15 (IL-15), with immunomodulating and antineoplastic activities. Upon leukapheresis, the HLA-haploidentical donor peripheral blood mononuclear cells (PBMCs) are treated to remove T-lymphocytes (CD3+) and B-lymphocytes (CD19+) cells. In turn, NK cells are expanded and activated with IL-15. Upon infusion of the allogeneic CD3- CD19- selected NK cells, these cells recognize and bind to tumor cells, and secrete perforins, granzymes, and cytokines, which results in cancer cell lysis.",
"C121457",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","IDH305","IDH305","IDH1(R132) Inhibitor IDH305","An inhibitor of the citric acid cycle enzyme isocitrate dehydrogenase [NADP] cytoplasmic (isocitrate dehydrogenase 1; IDH1) with mutations at residue R132 (IDH1(R132)), with potential antineoplastic activity. Upon administration, IDH305 specifically inhibits IDH1(R132) mutant forms in the cytoplasm, which inhibits the formation of the oncometabolite 2-hydroxyglutarate (2HG). This may lead to both an induction of cellular differentiation and an inhibition of cellular proliferation in IDH1(R132)-expressing tumor cells. IDH1(R132) mutations are highly expressed in certain malignancies, including gliomas; they initiate and drive cancer growth by both blocking cell differentiation and catalyzing the formation of 2HG.",
"C121501",-1,0,-1,0,0,,11/9/2018 0:00:00,0,0,"Other","CTLA-4_Ligand","CTLA-4_Ligand","CTLA-4 Ligand","Proteins that bind to cytotoxic T-lymphocyte protein 4, which is expressed on T-cells, and stimulate signaling that may play a role in the inhibition of T-cell activation. This group of proteins includes the T-lymphocyte activation antigens CD80 and CD86, which are expressed on antigen-presenting cells.",
"C121535",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Other","LY3039478","LY3039478","Gamma-Secretase Inhibitor LY3039478","An orally available inhibitor of the integral membrane protein gamma-secretase (GS), with potential antineoplastic activity. Upon administration, gamma-secretase inhibitor LY3039478 binds to the GS protease complex, thereby blocking the proteolytic cleavage and release of the Notch intracellular domain (NICD), which would normally follow ligand binding to the extracellular domain of the Notch receptor. This prevents both the subsequent translocation of NICD to the nucleus to form a transcription factor complex and the expression of Notch-regulated genes. This results in the induction of apoptosis and the inhibition of growth in tumor cells that overexpress Notch. Overexpression of the Notch signaling pathway plays an important role in tumor cell proliferation and survival.",
"C121537",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","TGF-beta-resistant T Lymphocytes","TGF-beta-resistant T Lymphocytes","Autologous HPV-16/18 E6/E7-specific TGF-beta-resistant T Lymphocytes","A preparation of autologous transforming growth factor-beta (TGF-beta)-resistant cytotoxic T-lymphocytes (CTL) reactive to human papilloma virus (HPV) types 16 and 18 E6/E7 antigens, with potential antineoplastic activity. Autologous T-lymphocytes from a HPV-positive cancer patient are exposed to and stimulated with dendritic cells (DCs) loaded with the HPV-16/18 proteins E6 and E7. In turn, the HPV-16/18 E6/E7-specific T-lymphocytes are transduced with a retroviral vector expressing a dominant-negative mutant of type II transforming growth factor (TGF)-beta receptor, which blocks signaling mediated by all three TGF-beta isoforms. Following re-administration to patients with HPV-positive tumors, the HPV-16/18 E6/E7-specific TGF-beta-resistant T lymphocytes target HPV16/18 E6/E7-positive cells, which may result in a specific cytotoxic T-lymphocyte (CTL) response, followed by cell lysis and the inhibition of tumor cell proliferation. Tumors expressing TGF-beta inhibit T-lymphocyte activation and expansion.",
"C121538",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","ADC-1013","ADC-1013","Agonistic Anti-CD40 Monoclonal Antibody ADC-1013","A human immunoglobulin (Ig) G1 monoclonal antibody directed against the cell surface receptor CD40 with potential immunostimulatory and antineoplastic activities. Upon intratumoral administration, agonistic anti-CD40 monoclonal antibody ADC-1013 binds to CD40 on antigen-presenting dendritic cells, which leads to the activation and proliferation of effector and memory T-cells, and enhances the immune response against tumor cells. In addition, this agent binds to the CD40 antigen present on the surfaces of tumor cells, which induces antibody-dependent cytotoxicity (ADCC). This eventually inhibits the proliferation of CD40-expressing tumor cells. CD40, a stimulatory receptor and a member of the tumor necrosis factor (TNF) receptor superfamily, is expressed on various immune cells, such as macrophages, dendritic cells and various tumor cell types; it plays a key role in the activation of the immune system.","Antagonist"
"C121540",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","Cemiplimab","Cemiplimab","Cemiplimab","A human monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed cell death 1 (PD-1, PCD-1) protein, with potential immune checkpoint inhibitory and antineoplastic activity. Upon administration, cemiplimab binds to PD-1, inhibits its binding to the PD-1 ligand programmed cell death-1 ligand 1 (PD-L1), and prevents the activation of its downstream signaling pathways. This may restore immune function through the activation of cytotoxic T-cells. PD-1, a transmembrane protein in the immunoglobulin superfamily expressed on activated T-cells, negatively regulates T-cell activation and effector function when activated by its ligand; it plays an important role in tumor evasion from host immunity.",
"C121541",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","ADXS31-164","ADXS31-164","LmddA-LLO-chHER2 Fusion Protein-secreting Live-attenuated Listeria Cancer Vaccine ADXS31-164","A cancer vaccine containing a live, highly attenuated strain of the Gram-positive bacterium Listeria monocytogenes (LmddA) encoding a fusion protein composed of a chimeric peptide comprised of three highly immunogenic epitopes of the human tumor-associated antigen (TAA) HER2/neu (chHER2) fused to a non-hemolytic fragment of the immunostimulant listeriolysin O (LLO) protein, with potential immunostimulatory and antineoplastic activities. Upon administration of the LmddA-LLO-chHER2 vaccine ADXS31-142, the LmddA is taken up by phagocytic cells; then the listeriolysin portion of the expressed LLO-chHER2 can form pores in the phagolysosomes and the fusion protein can escape into the cytosol. In turn, the LLO-chHER2 is processed and presented to the immune system by major histocompatibility complex (MHC) I on the phagocytic cells. Antigen presentation activates the immune system to exert an immune response involving the recruitment and activation of T-lymphocytes against HER2-expressing tumor cells, and inhibits tumor-infiltrating T regulatory cells (Tregs) and myeloid-derived suppressor cells (MDSCs). This eventually results in tumor cell lysis. HER2/neu, a tyrosine kinase receptor belonging to the epidermal growth factor receptor (EGFR) family, is overexpressed in various tumor cell types.",
"C121550",-1,0,0,0,0,,11/9/2018 0:00:00,-1,-1,"Targeted Therapy","SYN004","SYN004","Anti-EGFR Monoclonal Antibody SYN004","A glyco-engineered monoclonal antibody directed against the receptor tyrosine kinase epidermal growth factor receptor (EGFR), with potential antineoplastic activity. Upon administration, anti-EGFR monoclonal antibody SYN004 binds to the extracellular domain of EGFR, which prevents ligand binding and the subsequent activation and dimerization of the receptor. This inhibits the activation of EGFR-mediated signaling pathways and inhibits EGFR-dependent tumor cell proliferation. EGFR, a member of the EGFR receptor tyrosine kinase family, may be overexpressed on the cell surfaces of various tumor cell types.","Antagonist"
"C121553",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Pemigatinib","Pemigatinib","Pemigatinib","An orally bioavailable inhibitor of the fibroblast growth factor receptor (FGFR) types 1, 2, and 3 (FGFR1/2/3), with potential antineoplastic activity. Pemigatinib binds to and inhibits FGFR1/2/3, which may result in the inhibition of FGFR1/2/3-related signal transduction pathways. This inhibits proliferation in FGFR1/2/3-overexpressing tumor cells. FGFR, a family of receptor tyrosine kinases upregulated in many tumor cell types, plays a key role in cellular proliferation, migration, and survival.",
"C121625",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","PDR001","PDR001","Anti-PD1 Monoclonal Antibody PDR001","A fully humanized monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1), with immune checkpoint inhibitory and antineoplastic activities. Upon administration, anti-PD1 monoclonal antibody PDR001 binds to PD-1 expressed on activated T-cells and blocks the interaction with its ligands, programmed cell death 1 ligand 1 (PD-L1, PD-1L1) and PD-1 ligand 2 (PD-L2, PD-1L2). The inhibition of ligand binding prevents PD-1-mediated signaling and results in both T-cell activation and the induction of T-cell-mediated immune responses against tumor cells. PD-1, an immunoglobulin (Ig) superfamily transmembrane protein and inhibitory receptor, negatively regulates T-cell activation.","Antagonist"
"C121639",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","CPI-1205","CPI-1205","EZH2 Inhibitor CPI-1205","An orally available selective inhibitor of the histone lysine methyltransferase EZH2, with potential antineoplastic activity. Upon oral administration, CPI-1205 selectively inhibits the activity of both wild-type and mutated forms of EZH2. Inhibition of E",
"C121641",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Other","ACY-241","ACY-241","HDAC Inhibitor ACY-241","An orally available histone deacetylase (HDAC) inhibitor, with potential antineoplastic activity. Upon oral administration, ACY-241 inhibits the activity of HDACs; this results in an accumulation of highly acetylated chromatin histones, the induction of c",
"C121645",-1,0,0,0,0,,3/5/2019 0:00:00,0,0,"Targeted Therapy","PTC596","PTC596",,"An orally active inhibitor of the polycomb ring finger oncogene BMI1 (B-cell-specific Moloney murine leukemia virus integration site 1), with potential antineoplastic activity. Upon oral administration, BMI1 inhibitor PTC596 targets BMI1 expressed by both tumor cells and cancer stem cells (CSCs), and induces hyper-phosphorylation of BMI1 leading to its degradation. This inhibits BMI1-mediated signal transduction pathways and results in a reduction of proliferation of BMI1-expressing tumor cells.  BMI1, a key protein in the polycomb repressive complex 1 (PRC1), is overexpressed in certain tumor cell types, and plays a key role in CSC survival, proliferation and resistance to chemotherapeutics; its expression is associated with increased tumor aggressiveness and a poor prognosis.",
"C121646",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","HM95573","HM95573","Raf Kinase Inhibitor HM95573","An orally available inhibitor of members of the Raf family of serine/threonine protein kinases, with potential antineoplastic activity. Upon administration, Raf kinase inhibitor HM95573 binds to and inhibits the B-Raf mutant V600E and C-Raf. This inhibits B-Raf V600E- and C-Raf-mediated signal transduction pathways, thereby inhibiting tumor cell growth of susceptible tumor cells. In addition, HM95573 may also inhibit mutated Ras proteins. Raf protein kinases play a key role in the Raf/mitogen-activated protein kinase kinase (MEK)/extracellular signal-related kinase (ERK) signaling pathway, which is often dysregulated in human cancers and plays a key role in tumor cell proliferation and survival. The Raf mutation B-Raf V600E, where the valine at residue 600 is substituted for glutamic acid, is frequently overexpressed in a variety of human tumors and results in the constitutive activation of the Raf/MEK/ERK signaling pathway.",
"C121647",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","PLX9486","PLX9486","c-Kit Inhibitor PLX9486","An orally bioavailable protein tyrosine kinase inhibitor of mutated forms of the tumor-associated antigen mast/stem cell factor receptor c-Kit (SCFR), with potential antineoplastic activity. Upon oral administration, c-Kit inhibitor PLX9486 binds to and i",
"C121648",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","HPV16 L2/E6/E7 Fusion Protein Vaccine TA-CIN","HPV16 L2/E6/E7 Fusion Protein Vaccine TA-CIN","HPV16 L2/E6/E7 Fusion Protein Vaccine TA-CIN","A recombinant human papillomavirus (HPV), genetically engineered fusion protein vaccine in which the three HPV16 viral proteins L2, E6 and E7 are fused together in a single tandem fusion protein (TA-CIN; HPV16 L2E6E7), with potential immunoprotective and antineoplastic properties. Upon administration, HPV16 L2E6E7 fusion protein vaccine TA-CIN may stimulate the immune system to generate HPV16 E6E7-specific CD4+ and CD8+ T-cell responses as well as the induction of L2-specific antibodies. In addition, this vaccine may prevent infection and the development of other HPV16-associated diseases. L2, a minor viral capsid protein, is able to induce a strong antibody response against certain HPV types.","Antagonist|Immunomodulator"
"C121649",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","B-701","B-701","Anti-FGFR3 Monoclonal Antibody B-701","A human immunoglobulin G1 (IgG1) monoclonal antibody directed against the fibroblast growth factor receptor type 3 (FGFR3), with potential antineoplastic activity. Upon intravenous administration, the anti-FGFR3 monoclonal antibody B-701 specifically bind",
"C121653",-1,0,0,0,0,,8/27/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","LMB-100","LMB-100",,"An anti-mesothelin (MSLN) recombinant cytolytic fusion protein (cFP) composed of a humanized Fab fragment of anti-MSLN monoclonal antibody SS1 linked to a truncated and de-immunized 24 kDa fragment of the Pseudomonas exotoxin (PE) (PE24), with potential antineoplastic activity. Upon intravenous administration of anti-MSLN-PE24 cFP LMB-100, the anti-MSLN moiety targets and binds to MSLN-expressing tumor cells. Upon binding and internalization through endocytosis, the toxin moiety ADP-ribosylates and inactivates eukaryotic elongation factor 2 (eEF2), preventing the elongation step of protein synthesis and leading to both an inhibition of protein synthesis and an induction of MSLN-expressing tumor cell apoptosis. MSLN, a tumor-associated antigen overexpressed in a variety of cancer cell types, plays a key role in tumor cell proliferation and migration. The engineered PE24 portion of LMB-100 does contain the targeting domain and furin cleavage site, which are needed for cytotoxicity, but most of the translocation domain II is deleted and the catalytic domain III contains point mutations, which result in the deletion and silencing of most T- and B-cell epitopes; therefore, the immunogenicity and toxicity is reduced compared to non-engineered PE toxin, which allows for the administration of larger doses of LMB-100.",
"C121664",-1,0,0,0,-1,"DisplayName | FirstSynonym | FirstSynonym changed | DisplayName changed | New Synonyms found | New synonym Taminadenant, TAMINADENANT has equal priority to current preferred synonym",11/8/2018 0:00:00,-1,0,"Immunomodulatory Immunotherapy","taminadenant","taminadenant","Taminadenant","An orally bioavailable adenosine A2A receptor (A2AR) antagonist, with potential antineoplastic activity. Upon administration, A2AR antagonist PBF-509 selectively binds to and inhibits A2AR expressed on T-lymphocytes. This abrogates the adenosine/A2AR-mediated inhibition of T-lymphocytes and activates a T-cell-mediated immune response against tumor cells, thereby reducing proliferation of susceptible tumor cells. A2AR, a G protein-coupled receptor, is highly expressed on the cell surfaces of T-cells and, upon activation by adenosine, inhibits their proliferation and activation. Adenosine is often produced in excess by cancer cells.",
"C121775",-1,0,0,0,0,,12/17/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","Tislelizumab","Tislelizumab","Tislelizumab","A monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed cell death 1 (PD-1), with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, tislelizumab binds to PD-1 and inhibits the binding of PD-1 to the PD-1 ligands programmed cell death-1 ligand 1 (PD-L1), and PD-1 ligand 2 (PD-L2). This prevents the activation of PD-1 and its downstream signaling pathways. This may restore immune function through the activation of both T-cells and T-cell-mediated immune responses against tumor cells. PD-1, a transmembrane protein in the immunoglobulin (Ig) superfamily expressed on activated T-cells, negatively regulates T-cell activation and effector function when activated by its ligands; it plays an important role in tumor evasion from host immunity.",
"C121777",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","MVI-118","MVI-118","Androgen Receptor Ligand-binding Domain-encoding Plasmid DNA Vaccine MVI-118","A cancer vaccine containing pTVG4 plasmid DNA encoding the human androgen receptor (AR) ligand-binding domain (LBD) (pTVG-AR), with potential immunostimulating and antineoplastic activities. Upon intradermal administration of AR LBD-encoding plasmid DNA vaccine MVI-118, the plasmid DNA vaccine expresses AR LBD and may stimulate the host immune system to generate a cytotoxic T-lymphocyte (CTL) response against AR LBD-expressing prostate cancer cells. This reduces proliferation of AR-expressing tumor cells. AR, a tumor-associated antigen (TAA) overexpressed in prostate cancer cells, plays a key role in the development and progression of prostate cancer; its expression is correlated with poor prognosis.","Antagonist"
"C121782",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","Anti-mesothelin iCasp9M28z CAR-transduced Autologous T Lymphocytes","Anti-mesothelin iCasp9M28z CAR-transduced Autologous T Lymphocytes","Anti-mesothelin iCasp9M28z CAR-transduced Autologous T Lymphocytes","Genetically modified, autologous T-lymphocytes transduced with a retroviral vector encoding a chimeric antigen receptor (CAR) specific for mesothelin linked to the signaling domains for the co-stimulatory molecules CD28 and CD3 zeta, as well as the suicide gene inducible caspase 9 (iCasp9 or iC9), with potential immunomodulating and antineoplastic activities. Upon intravenous administration, anti-mesothelin iCasp9M28z CAR-transduced autologous T lymphocytes specifically target and kill mesothelin-expressing tumor cells. iCasp9 consists of a human FK506 drug-binding domain with an F36V mutation (FKBP12-F36V) linked to human caspase 9. If the administered T-cells lead to unacceptable side effects, a dimerizing agent can be administered, which binds to the FKBP12-F36V drug-binding domain and activates caspase 9, resulting in the apoptosis of the administered T-cells. Mesothelin, a tumor-associated antigen, is overexpressed in a variety of cancer cell types.","Antagonist|Immunomodulator"
"C121817",-1,0,0,0,0,,11/9/2018 0:00:00,0,0,"Targeted Therapy","LY3023414","LY3023414","PI3K/mTOR Inhibitor LY3023414","An orally bioavailable, small molecule inhibitor of certain class I phosphoinositide 3-kinase (PI3K) isoforms and mammalian target of rapamycin kinase (mTOR) in the PI3K/mTOR signaling pathway, with potential antineoplastic activity. PI3K/mTOR inhibitor L",
"C121849",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Other","BMS-986158","BMS-986158","BET Inhibitor BMS-986158","An inhibitor of the Bromodomain (BRD) and Extra-Terminal domain (BET) family of proteins, with potential antineoplastic activity. Upon administration, the BET inhibitor BMS-986158 binds to the acetyl-lysine binding site in the BRD of BET proteins, thereby",
"C121850",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","RM-1929","RM-1929","Cetuximab-IR700 Conjugate RM-1929","A chemical conjugate composed of the dye IR700 linked to cetuximab, a monoclonal antibody directed against the epidermal growth factor receptor (EGFR), with potential antineoplastic activity. Upon injection, the cetuximab moiety targets and binds to EGFR-expressing tumor cells, resulting in the internalization of the conjugate. Upon localized application of near-infrared (NIR) light, the IR700 dye becomes activated, disrupts the cell membrane and selectively kills the EGFR-expressing tumor cells. EGFR, a tyrosine kinase receptor, is overexpressed in a variety of cancers.","Antagonist"
