"ConceptCode","Target_IDX","PreferredName","AnnotationDate","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","LAM_Flag","HGNC_Symbol","GeneVariant"
"C124783",1,"GSK3174998",10/31/2018 0:00:00,-1,0,0,0,"TNFRSF4","wildtype"
"C124796",1,"IDE196",7/1/2019 0:00:00,-1,0,0,0,"GNAQ",
"C124796",2,"IDE196",7/1/2019 0:00:00,-1,0,0,0,"GNA11",
"C124800",1,"FLT3 Inhibitor",10/18/2018 0:00:00,-1,0,0,0,"FLT3","wildtype"
"C124801",1,"BTK Inhibitor",10/18/2018 0:00:00,-1,0,0,0,"BTK","wildtype"
"C124843",1,"JNJ-64041757",3/1/2018 0:00:00,-1,0,0,0,,
"C124850",1,"MBG453",10/30/2018 0:00:00,-1,0,0,0,"HAVCR2","wildtype"
"C124931",1,"PRN1371",10/1/2018 0:00:00,-1,0,0,0,"FGFR1",
"C124931",2,"PRN1371",10/1/2018 0:00:00,-1,0,0,0,"FGFR2",
"C124931",3,"PRN1371",10/1/2018 0:00:00,-1,0,0,0,"FGFR3",
"C124931",4,"PRN1371",10/1/2018 0:00:00,-1,0,0,0,"FGFR4",
"C124946",1,"PD1 Inhibitor",,-1,0,0,0,,
"C124993",1,"JNJ-61186372",9/14/2018 0:00:00,-1,0,0,0,"EGFR",
"C124993",2,"JNJ-61186372",9/14/2018 0:00:00,-1,0,0,0,"MET",
"C124995",1,"Lifirafenib",10/1/2018 0:00:00,-1,0,0,0,"BRAF",
"C124995",2,"Lifirafenib",10/1/2018 0:00:00,-1,0,0,0,"EGFR",
"C125003",1,"LXH254",6/20/2017 0:00:00,-1,0,0,0,"Raf family",
"C125062",1,"eFT508",10/17/2017 0:00:00,-1,0,0,0,"MNK1",
"C125062",2,"eFT508",10/17/2017 0:00:00,-1,0,0,0,"MNK2",
"C125080",1,"IMO-2125",11/21/2017 0:00:00,-1,0,0,0,"TLR9",
"C125103",1,"TTFields",3/13/2018 0:00:00,-1,0,0,0,,
"C125143",1,"Pegzilarginase",1/29/2018 0:00:00,-1,0,0,0,"arginase",
"C125193",1,"Eltanexor",10/18/2018 0:00:00,-1,0,0,0,"XPO1","wildtype"
"C125392",1,"Crofelemer",9/14/2018 0:00:00,-1,0,0,0,"CTFR",
"C125392",2,"Crofelemer",9/14/2018 0:00:00,-1,0,0,0,"CaCC",
"C12542",1,"CD8-Positive T-Lymphocyte",3/1/2018 0:00:00,-1,0,0,0,,
"C125420",1,"Allogeneic CD123CAR-CD28-CD3zeta-EGFRt-expressing T-lymphocytes",,-1,0,0,0,,
"C125450",1,"JAK2 Inhibitor",10/18/2018 0:00:00,-1,0,0,0,"JAK2","wildtype"
"C12546",1,"TILs",3/1/2018 0:00:00,-1,0,0,0,,
"C125471",1,"IPI-549",6/20/2017 0:00:00,-1,0,0,0,"PIK3CG",
"C125548",1,"Emactuzumab",10/30/2018 0:00:00,-1,0,0,0,"CSF1R","wildtype"
"C125620",1,"KTN0158",10/18/2018 0:00:00,-1,0,0,0,"KIT","wildtype"
"C125633",1,"Anti-Epidermal Growth Factor Receptor 2 Antibody Expressing Pluripotent Killer T-Lymphocytes",10/18/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C125654",1,"Anti-Programmed Cell Death Protein 1 Antibody Expressing Pluripotent Killer T-Lymphocytes",,-1,0,0,0,,
"C125659",1,"CPI-444",10/30/2018 0:00:00,-1,0,0,0,"ADORA2A","wildtype"
"C125899",1,"SHR6390",10/18/2018 0:00:00,-1,0,0,0,"CDK4","wildtype"
"C125899",2,"SHR6390",10/18/2018 0:00:00,-1,0,0,0,"CDK6","wildtype"
"C125902",1,"MIW815",10/17/2017 0:00:00,-1,0,0,0,"STING",
"C1261",1,"Trichostatin A",10/1/2018 0:00:00,-1,0,0,0,"HDAC1",
"C1261",2,"Trichostatin A",10/1/2018 0:00:00,-1,0,0,0,"HDAC3",
"C1261",3,"Trichostatin A",10/1/2018 0:00:00,-1,0,0,0,"HDAC4",
"C1261",4,"Trichostatin A",10/1/2018 0:00:00,-1,0,0,0,"HDAC6",
"C1261",5,"Trichostatin A",10/1/2018 0:00:00,-1,0,0,0,"HDAC10",
"C126105",1,"EDO-S101",2/12/2019 0:00:00,-1,0,0,0,"HDACi",
"C126113",1,"zalifrelimab",10/30/2018 0:00:00,-1,0,0,0,"CTLA4","wildtype"
"C126276",1,"PE/HPV16 E7/KDEL Fusion Protein TVGV-1",10/18/2018 0:00:00,-1,0,0,0,"LRP1","wildtype"
"C126334",1,"U3-1784",10/18/2018 0:00:00,-1,0,0,0,"FGFR4","wildtype"
"C126335",1,"SHR3680",10/18/2018 0:00:00,-1,0,0,0,"AR","wildtype"
"C126355",1,"MEDI4276",10/1/2018 0:00:00,-1,0,0,0,"ERBB2",
"C126421",1,"INCB059872",3/6/2019 0:00:00,-1,0,0,0,"LSD1",
"C126422",1,"CMP-001",7/18/2017 0:00:00,-1,0,0,0,"TLR9",
"C1266",1,"Trioxifene",10/18/2018 0:00:00,-1,0,0,0,"ESR1","wildtype"
"C126643",1,"INCAGN01876",10/30/2018 0:00:00,-1,0,0,0,"TNFRSF18","wildtype"
"C126646",1,"KPT-9274",3/6/2019 0:00:00,-1,0,0,0,"PAK4",
"C126646",2,"KPT-9274",3/6/2019 0:00:00,-1,0,0,0,"NAMPT",
"C126648",1,"CT-707",10/18/2018 0:00:00,-1,0,0,0,"ALK","wildtype"
"C126648",2,"CT-707",10/18/2018 0:00:00,-1,0,0,0,"PTK2","wildtype"
"C126648",3,"CT-707",10/18/2018 0:00:00,-1,0,0,0,"PYK2","wildtype"
"C126660",1,"X4P-001",6/20/2017 0:00:00,-1,0,0,0,"CXCR4",
"C126687",1,"LTT462",9/14/2018 0:00:00,-1,0,0,0,"MAPK1",
"C126687",2,"LTT462",9/14/2018 0:00:00,-1,0,0,0,"MAPK3",
"C126752",1,"AP32788",9/14/2018 0:00:00,-1,0,0,0,"EGFR",
"C126752",2,"AP32788",9/14/2018 0:00:00,-1,0,0,0,"ERBB2",
"C126798",1,"CX5461",10/1/2018 0:00:00,-1,0,0,0,"POLR1A",
"C126799",1,"TSR-042",10/30/2018 0:00:00,-1,0,0,0,"PDCD1","wildtype"
"C126804",1,"GSK3359609",10/30/2018 0:00:00,-1,0,0,0,"ICOS","wildtype"
"C126805",1,"ZEN-3694",5/3/2019 0:00:00,-1,0,0,0,"BET",
"C126840",1,"MK-1966",10/30/2018 0:00:00,-1,0,0,0,"IL10","wildtype"
"C127012",1,"Baricitinib",10/18/2018 0:00:00,-1,0,0,0,"JAK1","wildtype"
"C127012",2,"Baricitinib",10/18/2018 0:00:00,-1,0,0,0,"JAK2","wildtype"
"C127012",3,"Baricitinib",10/18/2018 0:00:00,-1,0,0,0,"JAK3","wildtype"
"C127012",4,"Baricitinib",10/18/2018 0:00:00,-1,0,0,0,"TYK2","wildtype"
"C1271",1,"UCN-01",10/18/2018 0:00:00,-1,0,0,0,"AKT","wildtype"
"C1271",2,"UCN-01",10/18/2018 0:00:00,-1,0,0,0,"PRKCA","wildtype"
"C1271",3,"UCN-01",10/18/2018 0:00:00,-1,0,0,0,"CHEK1","wildtype"
"C1271",4,"UCN-01",10/18/2018 0:00:00,-1,0,0,0,"PRKCG","wildtype"
"C1271",5,"UCN-01",10/18/2018 0:00:00,-1,0,0,0,"PRKCB","wildtype"
"C127114",1,"DS-3201",10/15/2018 0:00:00,-1,0,0,0,"EZH1","wildtype"
"C127114",2,"DS-3201",10/15/2018 0:00:00,-1,0,0,0,"EZH2","wildtype"
"C127116",1,"TP-0903",7/17/2018 0:00:00,-1,0,0,0,"AXL",
"C127120",1,"XmAb1404",10/15/2018 0:00:00,-1,0,0,0,"IL3RA","wildtype"
"C127120",2,"XmAb1404",10/15/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C127120",3,"XmAb1404",10/15/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C127120",4,"XmAb1404",10/15/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C127123",1,"NI-0501",9/13/2017 0:00:00,-1,0,0,0,"IFNG",
"C127124",1,"JNJ-61610588",10/30/2018 0:00:00,-1,0,0,0,"VSIR","wildtype"
"C127154",1,"Ad-ISF35",,-1,0,0,0,,
"C12741",1,"NK Cells",9/14/2018 0:00:00,-1,0,0,0,,
"C1275",1,"Vinorelbine",6/20/2017 0:00:00,-1,0,0,0,"tubulin",
"C127900",1,"LMP744",7/1/2019 0:00:00,-1,0,0,0,"TOP1",
"C127906",1,"Sym015",9/14/2018 0:00:00,-1,0,0,0,"MET",
"C127910",1,"pUMVC3-IGFBP2-HER2-IGF1R Plasmid DNA Vaccine",10/15/2018 0:00:00,0,0,0,0,"IGFBP2","wildtype"
"C127910",2,"pUMVC3-IGFBP2-HER2-IGF1R Plasmid DNA Vaccine",10/15/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C127910",3,"pUMVC3-IGFBP2-HER2-IGF1R Plasmid DNA Vaccine",10/15/2018 0:00:00,-1,0,0,0,"IGF1R","wildtype"
"C128026",1,"BMS 986178",10/30/2018 0:00:00,-1,0,0,0,"TNFRSF4","wildtype"
"C128028",1,"GWN 323",10/30/2018 0:00:00,-1,0,0,0,"TNFRSF18","wildtype"
"C128036",1,"Anti-CTLA4 Monoclonal Antibody",1/9/2018 0:00:00,-1,0,-1,0,"CTLA4",
"C128037",1,"Anti-PD-1 Monoclonal Antibody",1/9/2018 0:00:00,-1,0,-1,0,"PDCD1",
"C128039",1,"Defactinib Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,"FAK",
"C128057",1,"Anti-PD-L1 Monoclonal Antibody",1/9/2018 0:00:00,-1,0,-1,0,"CD274",
"C128059",1,"Dabrafenib Mesylate",10/18/2018 0:00:00,-1,0,0,0,"BRAF","wildtype and BRAF V600E"
"C128059",2,"Dabrafenib Mesylate",10/18/2018 0:00:00,-1,0,0,0,"RAF1","wildtype"
"C128107",1,"ALKS 4230",2/28/2018 0:00:00,-1,0,-1,0,"IL2",
"C128107",2,"ALKS 4230",4/20/2018 0:00:00,-1,0,0,0,"CD8",
"C128138",1,"LY3300054",10/30/2018 0:00:00,-1,0,0,0,"CD274","wildtype"
"C1282",1,"Carboplatin",3/1/2018 0:00:00,-1,0,0,0,,
"C128246",1,"SL-801",10/18/2018 0:00:00,-1,0,0,0,"XPO1","wildtype"
"C128250",1,"ARQ 751",9/14/2018 0:00:00,-1,0,0,0,"AKT1",
"C128250",2,"ARQ 751",9/14/2018 0:00:00,-1,0,0,0,"AKT2",
"C128250",3,"ARQ 751",9/14/2018 0:00:00,-1,0,0,0,"AKT3",
"C128280",1,"LSZ102",9/24/2018 0:00:00,-1,0,0,0,"ER",
"C1284",1,"Dextran Sulfate Sodium",,-1,0,0,0,,
"C128486",1,"JNJ-63709178",10/15/2018 0:00:00,-1,0,0,0,"IL3RA","wildtype"
"C128486",2,"JNJ-63709178",10/15/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C128486",3,"JNJ-63709178",10/15/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C128486",4,"JNJ-63709178",10/15/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C128489",1,"GRN-1201",3/1/2019 0:00:00,-1,0,0,0,,
"C128558",1,"GSK1795091",4/10/2018 0:00:00,-1,0,0,0,"TLR4",
"C128627",1,"TSR-022",3/8/2017 0:00:00,-1,0,0,0,"HAVCR2",
"C1287",1,"G-CSF",9/11/2018 0:00:00,-1,0,0,0,,
"C128799",1,"DS-8201a",7/17/2018 0:00:00,-1,0,0,0,"ERBB2",
"C1288",1,"GM-CSF",3/1/2018 0:00:00,-1,0,0,0,,
"C128862",1,"H3B-6527",10/15/2018 0:00:00,-1,0,0,0,"FGFR4","wildtype"
"C128892",1,"Type-1 Polarized Dendritic Cell-induced Antigen-specific Autologous Cytotoxic T Lymphocytes",10/15/2018 0:00:00,-1,0,0,0,"MAGEA3","wildtype"
"C128892",2,"Type-1 Polarized Dendritic Cell-induced Antigen-specific Autologous Cytotoxic T Lymphocytes",10/15/2018 0:00:00,-1,0,0,0,"MAGEA4","wildtype"
"C128892",3,"Type-1 Polarized Dendritic Cell-induced Antigen-specific Autologous Cytotoxic T Lymphocytes",10/15/2018 0:00:00,-1,0,0,0,"BIRC5","wildtype"
"C128892",4,"Type-1 Polarized Dendritic Cell-induced Antigen-specific Autologous Cytotoxic T Lymphocytes",10/15/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C128892",5,"Type-1 Polarized Dendritic Cell-induced Antigen-specific Autologous Cytotoxic T Lymphocytes",10/15/2018 0:00:00,-1,0,0,0,"PTGS2","wildtype"
"C128894",1,"Thrombomodulin Alfa",10/15/2018 0:00:00,-1,0,0,0,"F2","wildtype"
"C128897",1,"Doxorubicin-loaded EGFR-targeting Nanocells",10/15/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C128898",1,"TPIV-200",3/1/2018 0:00:00,-1,0,0,0,"FOLR1",
"C12920",1,"EBV-specific Cytotoxic T-lymphocyte",7/19/2018 0:00:00,-1,0,0,0,,
"C129316",1,"Metformide Hydrochloride",8/2/2019 0:00:00,-1,0,0,0,,
"C129375",1,"PF-06840003",10/30/2018 0:00:00,-1,0,0,0,"IDO1","wildtype"
"C129376",1,"4G8-SDIEM",10/15/2018 0:00:00,-1,0,0,0,"FLT3","wildtype"
"C129383",1,"RO6874281",7/18/2017 0:00:00,-1,0,0,0,"FAP",
"C129448",1,"cetrelimab",10/30/2018 0:00:00,-1,0,0,0,"PDCD1","wildtype"
"C129546",1,"H3B-8800",10/1/2018 0:00:00,-1,0,0,0,"SF3B1",
"C129555",1,"Kynurenine",,-1,0,0,0,,
"C129593",1,"Anti-hCD70-CAR Retroviral Vector-transduced Autologous PBLs",,-1,0,0,0,,
"C129594",1,"CA-170",10/30/2018 0:00:00,-1,0,0,0,"CD274","wildtype"
"C129594",2,"CA-170",10/30/2018 0:00:00,-1,0,-1,0,"PDCD1LG2","wildtype"
"C129594",3,"CA-170",10/30/2018 0:00:00,-1,0,0,0,"VSIR","wildtype"
"C129594",4,"CA-170",10/30/2018 0:00:00,-1,0,0,0,"C10orf54","wildtype"
"C129650",1,"JAK1 Inhibitor",10/15/2018 0:00:00,-1,0,0,0,"JAK1","wildtype"
"C129653",1,"BLZ945",10/31/2018 0:00:00,-1,0,0,0,"CSF1R","wildtype"
"C129687",1,"FT-2102",10/15/2018 0:00:00,-1,0,0,0,"IDH1","IDH1 R132 Mutant"
"C129688",1,"PLX73086",10/31/2018 0:00:00,-1,0,0,0,"CSF1R","wildtype"
"C129689",1,"E7046",3/1/2018 0:00:00,-1,0,0,0,"PGE2",
"C129689",2,"E7046",3/1/2018 0:00:00,-1,0,0,0,"EP4",
"C129691",1,"BTCT4465A",10/31/2018 0:00:00,-1,-1,0,0,"MS4A1","wildtype"
"C129691",2,"BTCT4465A",10/31/2018 0:00:00,-1,-1,0,0,"CD3","wildtype"
"C129691",3,"BTCT4465A",10/31/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C129691",4,"BTCT4465A",10/31/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C129691",5,"BTCT4465A",10/31/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C129693",1,"M4344",12/9/2019 0:00:00,-1,0,0,0,"ATR",
"C129693",2,"M4344",12/9/2019 0:00:00,-1,0,0,0,"CHK1",
"C129694",1,"AMG 228",10/31/2018 0:00:00,-1,0,0,0,"TNFRSF18","wildtype"
"C129710",1,"M7583",10/15/2018 0:00:00,-1,0,0,0,"BTK","wildtype"
"C129714",1,"KN035",10/30/2018 0:00:00,-1,0,0,0,"CD274","wildtype"
"C129715",1,"Anti-ACTR/4-1BB/CD3zeta-Viral Vector-transduced Autologous T-Lymphocytes ACTR087",,-1,0,0,0,,
"C129790",1,"KHK2455",10/30/2018 0:00:00,-1,0,0,0,"IDO1","wildtype"
"C129876",1,"Vopratelimab",10/30/2018 0:00:00,-1,0,0,0,"ICOS","wildtype"
"C129877",1,"Autologous Monocytes",3/7/2019 0:00:00,-1,0,0,0,,
"C129906",1,"Natural Killer T-Cell",7/18/2018 0:00:00,-1,0,0,0,,
"C129935",1,"NEO-PV-01",3/1/2018 0:00:00,-1,0,0,0,,
"C129936",1,"ERY974",10/15/2018 0:00:00,-1,0,0,0,"GPC3","wildtype"
"C129936",2,"ERY974",10/15/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C129936",3,"ERY974",10/15/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C129936",4,"ERY974",10/15/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C129937",1,"AGS62P1",10/1/2018 0:00:00,-1,0,0,0,"FLT3",
"C129967",1,"INCAGN01949",10/31/2018 0:00:00,-1,0,0,0,"TNFRSF4","wildtype"
"C129983",1,"ABY-029",9/14/2018 0:00:00,-1,0,0,0,"EGFR (imaging)",
"C130001",1,"DTRMWXHS-12",10/15/2018 0:00:00,-1,0,0,0,"BTK","wildtype"
"C130010",1,"ZW25",10/1/2018 0:00:00,-1,0,0,0,"ERBB2",
"C130012",1,"IACS-010759",8/12/2019 0:00:00,-1,0,0,0,"NADH",
"C130036",1,"Proxalutamide",10/18/2018 0:00:00,-1,0,0,0,"AR","wildtype"
"C130050",1,"XmAb13676",10/31/2018 0:00:00,-1,-1,0,0,"MS4A1","wildtype"
"C130050",2,"XmAb13676",10/31/2018 0:00:00,-1,-1,0,0,"CD3","wildtype"
"C130050",3,"XmAb13676",10/31/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C130050",4,"XmAb13676",10/31/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C130050",5,"XmAb13676",10/31/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C131019",1,"Bempegaldesleukin",10/17/2017 0:00:00,-1,0,0,0,"IL2RB",
"C131019",2,"Bempegaldesleukin",4/20/2018 0:00:00,-1,0,0,0,"CD8",
"C131129",1,"CV301",2/28/2018 0:00:00,-1,0,0,0,,
"C131175",1,"Sym013",10/15/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C131175",2,"Sym013",10/15/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C131175",3,"Sym013",10/15/2018 0:00:00,-1,0,0,0,"ERBB3","wildtype"
"C131178",1,"Rucaparib Camsylate",7/16/2018 0:00:00,-1,0,0,0,"PARP1",
"C131178",2,"Rucaparib Camsylate",7/16/2018 0:00:00,-1,0,0,0,"PARP2",
"C131178",3,"Rucaparib Camsylate",7/16/2018 0:00:00,-1,0,0,0,"PARP3",
"C131213",1,"AR160",5/23/2017 0:00:00,-1,0,0,0,"MS4A1",
"C131289",1,"SGN-2FF",4/10/2018 0:00:00,-1,0,0,0,"fucosylation",
"C131291",1,"MTIG7192A",6/20/2017 0:00:00,-1,0,0,0,"TIGIT",
"C131294",1,"LYC-55716",1/16/2018 0:00:00,-1,0,0,0,"RORg",
"C131301",1,"PD-0360324",10/31/2018 0:00:00,-1,0,0,0,"CSF1R","wildtype"
"C131334",1,"JS001",10/31/2018 0:00:00,-1,0,0,0,"PDCD1","wildtype"
"C131335",1,"LY3214996",9/14/2018 0:00:00,-1,0,0,0,"ERK1",
"C131335",2,"LY3214996",9/14/2018 0:00:00,-1,0,0,0,"ERK2",
"C131492",1,"SKLB1028",10/18/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C131492",2,"SKLB1028",10/18/2018 0:00:00,-1,0,0,0,"FLT3","wildtype"
"C131492",3,"SKLB1028",10/18/2018 0:00:00,-1,0,0,0,"ABL","wildtype"
"C131496",1,"SXL01",10/18/2018 0:00:00,-1,0,0,0,"AR","wildtype"
"C131537",1,"FAZ053",10/31/2018 0:00:00,-1,0,0,0,"CD274","wildtype"
"C131562",1,"PEN-221",3/4/2019 0:00:00,-1,0,0,0,"SSTR2",
"C131607",1,"BTP-114",9/14/2018 0:00:00,-1,0,0,0,,
"C131690",1,"BAY1436032",10/15/2018 0:00:00,-1,0,0,0,"IDH1","IDH1 R132 Mutant"
"C131825",1,"Adenovirus-expressing TLR5/TLR5 Agonist Nanoformulation M-VM3",,-1,0,0,0,,
"C131828",1,"Anti-CD133-PE38-KDEL Fusion Protein",10/15/2018 0:00:00,-1,0,0,0,"PROM1","wildtype"
"C131874",1,"TRC253",10/18/2018 0:00:00,-1,0,0,0,"AR","wildtype and certain AR mutant"
"C1319",1,"Leuprolide Acetate",8/14/2018 0:00:00,-1,0,0,0,"GnRH",
"C131907",1,"BMS-986207",6/22/2017 0:00:00,-1,0,0,0,"TIGIT",
"C131909",1,"BPI-15086",10/18/2018 0:00:00,-1,0,0,0,"EGFR","EGFR T790M"
"C131910",1,"RGX-104",3/13/2018 0:00:00,-1,0,0,0,"NR1H2",
"C132013",1,"LY3200882",9/26/2017 0:00:00,-1,0,0,0,"TGFB1",
"C132017",1,"Anti-AXL Monoclonal Antibody-MMAE Conjugate",10/18/2018 0:00:00,-1,0,0,0,"AXL","wildtype"
"C132023",1,"CK-101",9/14/2018 0:00:00,-1,0,0,0,"EGFR",
"C132025",1,"BPI-9016M",10/18/2018 0:00:00,-1,0,0,0,"AXL","wildtype"
"C132025",2,"BPI-9016M",10/18/2018 0:00:00,-1,0,0,0,"MET","wildtype"
"C1321",1,"OKT3",10/15/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C1321",2,"OKT3",10/15/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C1321",3,"OKT3",10/15/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C132112",1,"XMT-1522",9/14/2018 0:00:00,-1,0,0,0,"ERBB2",
"C132166",1,"GDC-0077",9/14/2018 0:00:00,-1,0,0,0,"PIK3CA",
"C132166",2,"GDC-0077",9/14/2018 0:00:00,-1,0,0,0,"PIK3CB",
"C132166",3,"GDC-0077",9/14/2018 0:00:00,-1,0,0,0,"PIK3CD",
"C132166",4,"GDC-0077",9/14/2018 0:00:00,-1,0,0,0,"PIK3CG",
"C132173",1,"K0706",10/18/2018 0:00:00,-1,0,0,0,"ABL1","ABL1 T315I"
"C132192",1,"CX-072",7/21/2017 0:00:00,-1,0,0,0,"CD274",
"C132250",1,"NIS793",5/4/2017 0:00:00,-1,0,0,0,"TGFB1",
"C132252",1,"BI 754091",5/23/2017 0:00:00,-1,0,0,0,"PDCD1",
"C132258",1,"MK-1454",1/23/2018 0:00:00,-1,0,0,0,"STING",
"C132266",1,"BMS-986179",6/20/2017 0:00:00,-1,0,0,0,"CD73",
"C132267",1,"BMS-986156",5/4/2017 0:00:00,-1,0,0,0,"TNFRSF18",
"C132295",1,"BLU-667",9/14/2018 0:00:00,-1,0,0,0,"RET",
"C132339",1,"REGN3767",5/4/2017 0:00:00,-1,0,0,0,"LAG3",
"C1326",1,"Doxorubicin Hydrochloride",3/1/2018 0:00:00,-1,0,0,0,,
"C132681",1,"ABBV-428",2/28/2018 0:00:00,-1,0,0,0,"CD40",
"C132681",2,"ABBV-428",2/28/2018 0:00:00,-1,0,0,0,"TAA",
"C132851",1,"ALX148",3/1/2018 0:00:00,-1,0,0,0,"CD47",
"C132990",1,"PROSTVAC",3/1/2018 0:00:00,-1,0,0,0,,
"C132991",1,"APG-115",10/1/2018 0:00:00,-1,0,0,0,"MDM2",
"C132992",1,"IBI308",3/8/2018 0:00:00,-1,0,0,0,"PDCD1",
"C1333",1,"Dexrazoxane",2/21/2019 0:00:00,-1,0,0,0,,
"C13336",1,"PA700 Regulatory Module",,-1,0,0,0,,
"C133540",1,"SEL24",10/15/2018 0:00:00,-1,0,0,0,"FLT3","FLT3 Mutant"
"C133540",2,"SEL24",10/15/2018 0:00:00,-1,0,-1,0,"PIM1","wildtype"
"C133540",3,"SEL24",10/15/2018 0:00:00,-1,0,0,0,"PIM2","wildtype"
"C133540",4,"SEL24",10/15/2018 0:00:00,-1,0,0,0,"PIM3","wildtype"
"C133691",1,"HS-10296",7/17/2018 0:00:00,-1,0,0,0,"EGFR T790M",
"C133719",1,"Alflutinib",10/1/2018 0:00:00,-1,0,0,0,"EGFR",
"C133819",1,"MAK683",10/18/2018 0:00:00,-1,0,0,0,"EED","wildtype"
"C133821",1,"TPX-0005",9/16/2018 0:00:00,-1,0,0,0,"ALK",
"C133821",2,"TPX-0005",9/16/2018 0:00:00,-1,0,0,0,"ROS1",
"C133821",3,"TPX-0005",9/16/2018 0:00:00,-1,0,0,0,"NTRK1",
"C133821",4,"TPX-0005",9/16/2018 0:00:00,-1,0,0,0,"NTRK2",
"C133821",5,"TPX-0005",9/16/2018 0:00:00,-1,0,0,0,"NTRK3",
"C133821",6,"TPX-0005",9/16/2018 0:00:00,-1,0,0,0,"SRC",
"C133821",7,"TPX-0005",9/16/2018 0:00:00,-1,0,0,0,"PTK2",
"C133877",1,"Anti-CD40 Monoclonal Antibody",10/18/2018 0:00:00,-1,0,0,0,"CD40","wildtype"
"C133878",1,"Anti-EGFR Monoclonal Antibody",10/15/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C134305",1,"Anti-LAG-3 Monoclonal Antibody",10/15/2018 0:00:00,-1,0,0,0,"LAG3","wildtype"
"C134448",1,"TAS-116",9/14/2018 0:00:00,-1,0,0,0,"HSP90A",
"C134448",2,"TAS-116",9/14/2018 0:00:00,-1,0,0,0,"HSP90B",
"C134967",1,"ASN003",10/1/2018 0:00:00,-1,-1,-1,0,"BRAF",
"C134967",2,"ASN003",10/1/2018 0:00:00,-1,0,0,0,"PIK3CA",
"C134967",3,"ASN003",10/1/2018 0:00:00,-1,0,0,0,"PTEN",
"C134987",1,"LOXO-292",9/16/2018 0:00:00,-1,0,0,0,"RET",
"C135627",1,"PT2977",3/6/2019 0:00:00,-1,0,0,0,"HIF-2a",
"C135632",1,"AMV564",10/15/2018 0:00:00,-1,0,0,0,"CD33","wildtype"
"C135632",2,"AMV564",10/15/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C135632",3,"AMV564",10/15/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C135632",4,"AMV564",10/15/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C135633",1,"BMS-986218",7/18/2017 0:00:00,-1,0,0,0,"CTLA4",
"C135634",1,"LN-145",3/12/2018 0:00:00,-1,0,0,0,,
"C136416",1,"Vecabrutinib",10/15/2018 0:00:00,-1,0,0,0,"BTK","wildtype"
"C136424",1,"DCC-3014",2/28/2018 0:00:00,-1,0,0,0,"CSF1R",
"C136426",1,"PF-06688992",12/18/2018 0:00:00,-1,0,0,0,"CD3",
"C136465",1,"AGEN2034",11/2/2018 0:00:00,-1,0,0,0,"PDCD1","wildtype"
"C136782",1,"CD8+ and CD4+ Donor Memory T-cells-expressing HA1-Specific TCR",10/15/2018 0:00:00,-1,0,0,0,,
"C136823",1,"JNJ-64007957",10/19/2018 0:00:00,-1,0,0,0,"CD3D","wildtype"
"C136823",2,"JNJ-64007957",10/19/2018 0:00:00,-1,0,0,0,"CD3E","wildtype"
"C136823",3,"JNJ-64007957",10/19/2018 0:00:00,-1,0,0,0,"CD3G","wildtype"
"C136823",4,"JNJ-64007957",10/19/2018 0:00:00,-1,0,0,0,"CD3","wildtype"
"C136823",5,"JNJ-64007957",10/19/2018 0:00:00,-1,0,0,0,"TNFRSF17","wildtype"
"C136891",1,"Neratinib Maleate",10/19/2018 0:00:00,-1,0,0,0,"ERBB2","wildtype"
"C136891",2,"Neratinib Maleate",10/19/2018 0:00:00,-1,0,0,0,"EGFR","wildtype"
"C136891",3,"Neratinib Maleate",10/19/2018 0:00:00,-1,0,0,0,"KDR","wildtype"
